"Name","final_test_metrics.pearson_r","Created","Runtime","GitHub","Group","End Time","Hostname","Notes","State","Sweep","Updated","Tags","epochs","lambda_reg","reduced_dim","best_val_loss","final_test_metrics.geodesic_distance","final_test_metrics.long_r","final_test_metrics.mae","final_test_metrics.mid_r","final_test_metrics.mse","final_test_metrics.r2","final_test_metrics.short_r","final_train_metrics.geodesic_distance","final_train_metrics.long_r","final_train_metrics.mae","final_train_metrics.mid_r","final_train_metrics.mse","final_train_metrics.pearson_r","final_train_metrics.r2","final_train_metrics.short_r","fold0_epoch","fold0_train_loss","fold0_val_loss","inner_fold","mean_train_loss","mean_train_pearson","mean_val_loss","mean_val_pearson","test_mse_loss","train_mse_loss"
"shared_transformer_cls_transcriptome_FC_random9_fold3_final_eval","0.8381641469983268","2025-05-09T21:17:05.000Z","1693","https://github.com/neuroinfolab/GeneEx2Conn/tree/621d17085da9bd78d97da72e309923390a68804f","sweep_iasfsaqc","2025-05-09T21:45:18.000Z","gh015.hpc.nyu.edu","-","finished","","2025-05-09T21:45:18.000Z","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_spin, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","50","","","0","10.637259263583932","0.7466010016500633","0.07776118814945221","0.7898084159689968","0.011246571317315102","0.6925752348965619","0.8650852382478631","14.95393031287289","0.9814822419429906","0.029407531023025513","0.9811744171176936","0.0015606076922267675","0.982621823471898","0.9528866581589656","0.9838535978997952","","","","","","","","","0.011293362155556678","0.002246548978738454"
"shared_transformer_cls_transcriptome_FC_random9_fold2_final_eval","0.680332947526006","2025-05-09T20:27:55.000Z","2948","https://github.com/neuroinfolab/GeneEx2Conn/tree/621d17085da9bd78d97da72e309923390a68804f","sweep_iasfsaqc","2025-05-09T21:17:03.000Z","gh015.hpc.nyu.edu","-","finished","","2025-05-09T21:17:03.000Z","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_spin, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","50","","","0","12.461795839632456","0.6206052647843119","0.09590157121419908","0.6516599052514792","0.01902837865054607","0.4548185399859199","0.6830150897089019","14.710793503852017","0.9801706117324946","0.02528132125735283","0.982098225550876","0.0011963333236053586","0.9838660019609596","0.964204672618218","0.985028933298575","","","","","","","","","0.0187712418846786","0.002283176484144403"
"shared_transformer_cls_transcriptome_FC_random9_fold1_final_eval","0.6812116342921315","2025-05-09T19:24:08.000Z","3824","https://github.com/neuroinfolab/GeneEx2Conn/tree/621d17085da9bd78d97da72e309923390a68804f","sweep_iasfsaqc","2025-05-09T20:27:52.000Z","gh015.hpc.nyu.edu","-","finished","","2025-05-09T20:27:52.000Z","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_spin, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","50","","","0","10.489300288942635","0.6252037669811213","0.09100707620382308","0.6280634301344769","0.0170188806951046","0.4187429152516393","0.7157006389605646","14.025871316028018","0.9771555905628196","0.028825372457504272","0.9749725363157798","0.001656358828768134","0.97917415345328","0.9528337684540718","0.9822029267175222","","","","","","","","","0.016569153235580485","0.0020050502742234503"
"shared_transformer_cls_transcriptome_FC_random9_fold0_final_eval","0.6750206405635464","2025-05-09T18:21:59.000Z","3725","https://github.com/neuroinfolab/GeneEx2Conn/tree/621d17085da9bd78d97da72e309923390a68804f","sweep_iasfsaqc","2025-05-09T19:24:04.000Z","gh015.hpc.nyu.edu","-","finished","","2025-05-09T19:24:04.000Z","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_spin, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","50","","","0","10.9458731468675","0.5288400309328439","0.0976860299706459","0.6357523395794762","0.01960461027920246","0.43364105845443457","0.7189615525606038","14.976499989140711","0.9844047742964672","0.02385262586176395","0.9858445680257208","0.0010417562443763018","0.9870415125493603","0.9686262715320176","0.987723507996954","","","","","","","","","0.019067692677848615","0.002887317626675517"
"shared_transformer_cls_transcriptome_FC_random8_fold3_final_eval","0.6944762420904456","2025-05-09T21:12:34.000Z","1862","https://github.com/neuroinfolab/GeneEx2Conn/tree/621d17085da9bd78d97da72e309923390a68804f","sweep_ks2e6vd5","2025-05-09T21:43:36.000Z","gh015.hpc.nyu.edu","-","finished","","2025-05-09T21:43:36.000Z","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_spin, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","50","","","0","11.288192304360871","0.5824009116426913","0.09280690550804138","0.6481771144968929","0.017294486984610558","0.4395406482019392","0.6973864736162133","14.385725588786638","0.9816888485240712","0.025750890374183655","0.9827303453993786","0.0012051209341734648","0.9845914507616536","0.9651494710873794","0.9859787716587464","","","","","","","","","0.01741960808634758","0.0024909071334261903"
"shared_transformer_cls_transcriptome_FC_random8_fold2_final_eval","0.7588201362154074","2025-05-09T20:17:43.000Z","3288","https://github.com/neuroinfolab/GeneEx2Conn/tree/621d17085da9bd78d97da72e309923390a68804f","sweep_ks2e6vd5","2025-05-09T21:12:31.000Z","gh015.hpc.nyu.edu","-","finished","","2025-05-09T21:12:31.000Z","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_spin, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","50","","","0","11.880452203051853","0.6196193489824973","0.08986776322126389","0.7150563726641027","0.015624730847775936","0.5622649675341116","0.8027117456461325","14.690189924351849","0.969560403630026","0.03437286615371704","0.9709613411639586","0.002182682044804096","0.9731970123291996","0.9341431557940864","0.9728264039095568","","","","","","","","","0.015858036627133306","0.0029201017280359493"
"shared_transformer_cls_transcriptome_FC_random8_fold1_final_eval","0.7179397243069486","2025-05-09T19:18:25.000Z","3555","https://github.com/neuroinfolab/GeneEx2Conn/tree/621d17085da9bd78d97da72e309923390a68804f","sweep_ks2e6vd5","2025-05-09T20:17:40.000Z","gh015.hpc.nyu.edu","-","finished","","2025-05-09T20:17:40.000Z","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_spin, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","50","","","0","11.660930883308575","0.7244578345881482","0.09422429651021956","0.6726960378525682","0.01774749346077442","0.5029014113257599","0.7394063076353781","13.981510481808336","0.9828558324298378","0.02583966590464115","0.983357124730179","0.0011911988258361816","0.985042192574158","0.9638884911392568","0.9857853470493037","","","","","","","","","0.017952296721677367","0.002111422697016518"
"shared_transformer_cls_transcriptome_FC_random8_fold0_final_eval","0.6559761802420152","2025-05-09T18:21:55.000Z","3387","https://github.com/neuroinfolab/GeneEx2Conn/tree/621d17085da9bd78d97da72e309923390a68804f","sweep_ks2e6vd5","2025-05-09T19:18:22.000Z","gh015.hpc.nyu.edu","-","finished","","2025-05-09T19:18:22.000Z","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_spin, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","50","","","0","14.600517605513827","0.539641796322866","0.10090604424476624","0.6171874805899058","0.020227838307619095","0.3672541620207005","0.6751625950746245","16.530031533586648","0.972555320384968","0.03183416277170181","0.9686670751209284","0.0020931274630129337","0.9736745635671692","0.9389353259358064","0.977832578867912","","","","","","","","","0.01983594403673823","0.002821106488287186"
"shared_transformer_cls_transcriptome_FC_random7_fold3_final_eval","0.7285964172515242","2025-05-09T21:18:51.000Z","1609","https://github.com/neuroinfolab/GeneEx2Conn/tree/621d17085da9bd78d97da72e309923390a68804f","sweep_187wllhc","2025-05-09T21:45:40.000Z","gh015.hpc.nyu.edu","-","finished","","2025-05-09T21:45:40.000Z","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_spin, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random7, target_FC","50","","","0","11.784429681158471","0.7455401033789244","0.09228386729955672","0.6658032166415246","0.016280069947242737","0.5141523848075438","0.7506064423659835","15.097793348840035","0.9862004919427992","0.02440299652516842","0.984694161354864","0.0010367606300860643","0.9866325914344608","0.9694907579338714","0.9877403976249672","","","","","","","","","0.016222169827669858","0.002252712103909927"
"shared_transformer_cls_transcriptome_FC_random7_fold2_final_eval","0.7641016391874669","2025-05-09T20:24:25.000Z","3264","https://github.com/neuroinfolab/GeneEx2Conn/tree/621d17085da9bd78d97da72e309923390a68804f","sweep_187wllhc","2025-05-09T21:18:49.000Z","gh015.hpc.nyu.edu","-","finished","","2025-05-09T21:18:49.000Z","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_spin, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random7, target_FC","50","","","0","10.15561102595115","0.7230822351257408","0.09120843559503557","0.7180761140126876","0.01568564400076866","0.5742767437356044","0.7905300318555839","15.891877288598709","0.9696060103467437","0.031682368367910385","0.9668390058109896","0.001908743637613952","0.9710882873475096","0.9411901387770087","0.9737712705591092","","","","","","","","","0.015663227729069498","0.0031063277689772884"
