"Name","final_test_metrics.pearson_r","Created","Runtime","GitHub","Group","End Time","Hostname","Notes","State","Sweep","Updated","Tags","epochs","lambda_reg","reduced_dim","best_val_loss","final_test_metrics.geodesic_distance","final_test_metrics.long_r","final_test_metrics.mae","final_test_metrics.mid_r","final_test_metrics.mse","final_test_metrics.r2","final_test_metrics.short_r","final_train_metrics.geodesic_distance","final_train_metrics.long_r","final_train_metrics.mae","final_train_metrics.mid_r","final_train_metrics.mse","final_train_metrics.pearson_r","final_train_metrics.r2","final_train_metrics.short_r","fold0_epoch","fold0_train_loss","fold0_val_loss","inner_fold","mean_train_loss","mean_train_pearson","mean_val_loss","mean_val_pearson","test_mse_loss","train_mse_loss"
"dynamic_mlp_transcriptome_PCA_FC_random9_fold3_final_eval","0.5882048420961103","2025-05-09T14:26:51.000Z","2179","https://github.com/neuroinfolab/GeneEx2Conn/tree/621d17085da9bd78d97da72e309923390a68804f","sweep_sdbqvwae","2025-05-09T15:03:10.000Z","ga017.hpc.nyu.edu","-","finished","","2025-05-09T15:03:10.000Z","binarize_False, cv_type_random, feature_type_transcriptome_PCA, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_spin, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","100","","","0.023830358628541805","17.310465173263832","0.5203461172286193","0.1131666749715805","0.5079032868677591","0.02408304624259472","0.3416904720995886","0.5759811447736932","29.015501746175133","0.653532020947474","0.09422141313552856","0.6721996405445599","0.017271356657147408","0.7002573648689353","0.47859324794773495","0.6987541825266279","","","","","","","","","0.02412988379597664","0.01975061682771826"
"dynamic_mlp_transcriptome_PCA_FC_random9_fold2_final_eval","0.4784643705043765","2025-05-09T13:05:51.000Z","2301","https://github.com/neuroinfolab/GeneEx2Conn/tree/621d17085da9bd78d97da72e309923390a68804f","sweep_sdbqvwae","2025-05-09T13:44:12.000Z","ga017.hpc.nyu.edu","-","finished","","2025-05-09T13:44:12.000Z","binarize_False, cv_type_random, feature_type_transcriptome_PCA, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_spin, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","100","","","0.023830358628541805","17.897527927114297","0.491601279231303","0.1183718591928482","0.4451242264776053","0.026987243443727493","0.22678927730217124","0.43155529805787146","27.507970248729393","0.6359885074849799","0.09208126366138458","0.6783677705207831","0.016573909670114517","0.7152842747445071","0.5040942876819599","0.7258245868876594","","","","","","","","","0.02670152155825725","0.0188616936173011"
"dynamic_mlp_transcriptome_PCA_FC_random9_fold1_final_eval","0.4643124772810922","2025-05-09T11:48:49.000Z","2130","https://github.com/neuroinfolab/GeneEx2Conn/tree/621d17085da9bd78d97da72e309923390a68804f","sweep_sdbqvwae","2025-05-09T12:24:19.000Z","ga017.hpc.nyu.edu","-","finished","","2025-05-09T12:24:19.000Z","binarize_False, cv_type_random, feature_type_transcriptome_PCA, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_spin, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","100","","","0.023830358628541805","15.99008439292499","0.3749899055588211","0.11060313880443572","0.4177913661476339","0.02393874153494835","0.18240434237083292","0.45956447590718336","26.479636853727996","0.6358609509695738","0.09833747148513794","0.6540815196670835","0.018428228795528412","0.6942282451739639","0.4752403973563788","0.6971486711076216","","","","","","","","","0.02323616929173183","0.02081523568980757"
"dynamic_mlp_transcriptome_PCA_FC_random9_fold0_final_eval","0.4439571605323692","2025-05-09T10:09:34.000Z","2283","https://github.com/neuroinfolab/GeneEx2Conn/tree/621d17085da9bd78d97da72e309923390a68804f","sweep_sdbqvwae","2025-05-09T10:47:37.000Z","ga017.hpc.nyu.edu","-","finished","","2025-05-09T10:47:37.000Z","binarize_False, cv_type_random, feature_type_transcriptome_PCA, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_spin, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","100","","","0.023830358628541805","16.117037807692174","0.3645070107121548","0.12282803654670715","0.3918633170935441","0.028516680002212524","0.1761797621847847","0.45717206622761264","27.662659612312183","0.6692471595850393","0.09112286567687988","0.6870924866108632","0.01624753698706627","0.7221999021469244","0.5106860597777867","0.7237997129552557","","","","","","","","","0.027762541135486506","0.018713664883000997"
"dynamic_mlp_transcriptome_PCA_FC_random8_fold3_final_eval","0.40159015377087254","2025-05-09T14:35:56.000Z","2404","https://github.com/neuroinfolab/GeneEx2Conn/tree/621d17085da9bd78d97da72e309923390a68804f","sweep_mrqafbq0","2025-05-09T15:16:00.000Z","ga017.hpc.nyu.edu","-","finished","","2025-05-09T15:16:00.000Z","binarize_False, cv_type_random, feature_type_transcriptome_PCA, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_spin, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","100","","","0.028477143587581084","20.591861169348935","0.2491601151601545","0.11618350446224213","0.32508451981550857","0.026691453531384468","0.13501485478183528","0.3744668344440927","31.48385455412449","0.5763338608663655","0.10241825133562088","0.6134980529642753","0.019936712458729744","0.6609716587249614","0.4234562198184395","0.6828625287884047","","","","","","","","","0.026621121540665628","0.022543157996168656"
"dynamic_mlp_transcriptome_PCA_FC_random8_fold2_final_eval","0.33893056996708737","2025-05-09T12:56:29.000Z","2897","https://github.com/neuroinfolab/GeneEx2Conn/tree/621d17085da9bd78d97da72e309923390a68804f","sweep_mrqafbq0","2025-05-09T13:44:46.000Z","ga017.hpc.nyu.edu","-","finished","","2025-05-09T13:44:46.000Z","binarize_False, cv_type_random, feature_type_transcriptome_PCA, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_spin, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","100","","","0.028477143587581084","20.0385662658368","0.15788894936293568","0.13057613372802734","0.2453857433375671","0.03204642981290817","0.1022024008241802","0.4043438680745427","31.075954110351624","0.6264072239720759","0.09640394896268845","0.646872860758618","0.01786254532635212","0.6869949451390903","0.4610433383143905","0.6865667372646101","","","","","","","","","0.031993192447093775","0.020612457456688087"
"dynamic_mlp_transcriptome_PCA_FC_random8_fold1_final_eval","0.3948307811317767","2025-05-09T11:37:38.000Z","2047","https://github.com/neuroinfolab/GeneEx2Conn/tree/621d17085da9bd78d97da72e309923390a68804f","sweep_mrqafbq0","2025-05-09T12:11:45.000Z","ga017.hpc.nyu.edu","-","finished","","2025-05-09T12:11:45.000Z","binarize_False, cv_type_random, feature_type_transcriptome_PCA, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_spin, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","75","","","0.03079747738173375","17.1860035820867","0.37499171175360585","0.12985718250274658","0.31455523080326847","0.03196490928530693","0.10467850639408216","0.4213975151866375","28.771702509787698","0.644646836415053","0.08927248418331146","0.6860353589710017","0.01544824242591858","0.7300448175656165","0.5316824348003744","0.7520877909227204","","","","","","","","","0.03165071808661406","0.01901223806721786"
"dynamic_mlp_transcriptome_PCA_FC_random8_fold0_final_eval","0.4026871166878033","2025-05-09T10:03:11.000Z","1695","https://github.com/neuroinfolab/GeneEx2Conn/tree/621d17085da9bd78d97da72e309923390a68804f","sweep_mrqafbq0","2025-05-09T10:31:26.000Z","ga017.hpc.nyu.edu","-","finished","","2025-05-09T10:31:26.000Z","binarize_False, cv_type_random, feature_type_transcriptome_PCA, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_spin, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","75","","","0.03079747738173375","17.777811610732517","0.3270479147958453","0.12368663400411606","0.3415096660928974","0.02909695729613304","0.08981980097262265","0.4031582906620599","30.1660568161529","0.6157737135030927","0.0986628755927086","0.6312666673475344","0.01853991486132145","0.678482296545358","0.4591185563581538","0.6961809171640039","","","","","","","","","0.028456092418099824","0.021685380291702465"
"dynamic_mlp_transcriptome_PCA_FC_random7_fold3_final_eval","0.34626619743028686","2025-05-09T14:58:13.000Z","1835","https://github.com/neuroinfolab/GeneEx2Conn/tree/621d17085da9bd78d97da72e309923390a68804f","sweep_g1ku7m3k","2025-05-09T15:28:48.000Z","ga017.hpc.nyu.edu","-","finished","","2025-05-09T15:28:48.000Z","binarize_False, cv_type_random, feature_type_transcriptome_PCA, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_spin, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random7, target_FC","100","","","0.026321784812299645","18.143213687071917","0.2294341609151408","0.1353432536125183","0.2732440193677133","0.03316931426525116","0.010125098852294956","0.36326816911344983","29.759725200883132","0.6870054216050416","0.09189935773611067","0.6859556910477729","0.016295315697789192","0.7248259491318361","0.5204700626872765","0.7345217824890862","","","","","","","","","0.0328723544254899","0.018730000813344593"
"dynamic_mlp_transcriptome_PCA_FC_random7_fold2_final_eval","0.40708301138995584","2025-05-09T13:36:22.000Z","2174","https://github.com/neuroinfolab/GeneEx2Conn/tree/621d17085da9bd78d97da72e309923390a68804f","sweep_g1ku7m3k","2025-05-09T14:12:36.000Z","ga017.hpc.nyu.edu","-","finished","","2025-05-09T14:12:36.000Z","binarize_False, cv_type_random, feature_type_transcriptome_PCA, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_spin, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random7, target_FC","100","","","0.026321784812299645","18.610783921408636","0.39802233506720336","0.13655398786067963","0.3484468064572368","0.033531684428453445","0.08991838597490476","0.3981916237027706","31.41975756872564","0.6648646650686011","0.09011087566614152","0.6750901395296175","0.015912845730781555","0.7172831684562662","0.5097129498406305","0.7306404708354906","","","","","","","","","0.03326893150441203","0.018387653657274267"
