"Name","final_test_metrics.pearson_r","Runtime","Group","Hostname","Notes","GPU Type","GPU Count","Tags","epochs","learning_rate","n_components","weight_decay","best_val_loss","final_test_metrics.geodesic_distance","final_test_metrics.long_r","final_test_metrics.mae","final_test_metrics.mid_r","final_test_metrics.mse","final_test_metrics.r2","final_test_metrics.short_r","final_train_metrics.geodesic_distance","final_train_metrics.long_r","final_train_metrics.mae","final_train_metrics.mid_r","final_train_metrics.mse","final_train_metrics.pearson_r","final_train_metrics.r2","final_train_metrics.short_r","test_mse_loss","train_mse_loss"
"pls_mlpdecoder_transcriptome_FC_random9_fold3_final_eval","0.8323470186600127","3882","sweep_qba5dhr9","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","100","0.00009","30","0.0001","0.014928924940669766","11.007575276843951","0.7978072923617675","0.07875978946685791","0.7903563080681311","0.01130872592329979","0.6908762351994713","0.8521453825556723","18.928074452560853","0.9177155667866222","0.04891266301274299","0.9229859052632728","0.0044410270638763905","0.9301821146402952","0.8650846582481387","0.9359938625218958","0.011252121478319168","0.004759827269273892"
"pls_mlpdecoder_transcriptome_FC_random9_fold2_final_eval","0.7854480924125549","4839","sweep_qba5dhr9","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","100","0.00009","30","0.0001","0.014928924940669766","12.845299086595151","0.7684732619838696","0.08270751684904099","0.7585424395960533","0.01333327405154705","0.6150646325812845","0.7990646672875712","18.7432025064309","0.9204703082862508","0.047826964408159256","0.9254156329076808","0.004326201044023037","0.9329096832322626","0.8702419316737531","0.9366729392582184","0.01329415447365206","0.004628725259642769"
"pls_mlpdecoder_transcriptome_FC_random9_fold1_final_eval","0.6807375835630016","4553","sweep_qba5dhr9","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","100","0.00009","30","0.0001","0.014928924940669766","12.583350898236413","0.5948332777166607","0.08995234221220016","0.6421299133838474","0.016079271212220192","0.450834033214342","0.7308701245550262","19.231505999107668","0.924936485271246","0.04803777113556862","0.9277050165096437","0.004299688618630171","0.9363949931861084","0.8767857888218328","0.9411308140094332","0.015758080246786658","0.004639804279144509"
"pls_mlpdecoder_transcriptome_FC_random9_fold0_final_eval","0.6683185542507333","7654","sweep_c1bvq31u","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","100","0.00009","12","0.0001","0.016359554055859062","13.492860797285871","0.5939120708947329","0.09976255148649216","0.6290356263990406","0.01954283751547337","0.43120873897434664","0.6953150949725231","23.689128744643455","0.8126583804141332","0.071267269551754","0.8135954049642946","0.009902610443532469","0.8370339535183038","0.7006255429895711","0.8451092876194131","0.019312048846782715","0.010021359521986106"
"pls_mlpdecoder_transcriptome_FC_random8_fold3_final_eval","0.7376952411882962","3194","sweep_g2xfojn9","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","75","0.00009","30","0.0001","0.015519071056937369","12.678224756065804","0.6254518169608618","0.08785492926836014","0.6995324960823337","0.014172174036502838","0.5288045864405491","0.7534329570593432","18.745737433041477","0.9208983702230298","0.04930992051959038","0.9251297650292044","0.0045224642381072044","0.9323039861337168","0.8691829450559497","0.9368328596983776","0.014151862263679505","0.004859530164762155"
"pls_mlpdecoder_transcriptome_FC_random8_fold2_final_eval","0.75629592327961","3925","sweep_g2xfojn9","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","75","0.00009","30","0.0001","0.015519071056937369","12.740779835640046","0.7170389489700391","0.09014303982257844","0.6889999848242027","0.01559423841536045","0.5693192707793782","0.8130603876091445","18.14767294776206","0.9219540430094898","0.04760593920946121","0.926636135576406","0.00417904369533062","0.9339119273260332","0.8718476078643634","0.9365329824169842","0.015481034902712474","0.00440976277018368"
"pls_mlpdecoder_transcriptome_FC_random8_fold1_final_eval","0.7351676957278249","5334","sweep_g2xfojn9","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","100","0.00009","15","0.001","0.017624075667789348","13.113512198820178","0.6721307155522172","0.09458082169294356","0.7025020942500956","0.01615401729941368","0.5388692320049552","0.7609889874669529","22.425656335051528","0.8199808286078969","0.06638841331005096","0.8456803671152455","0.008335267193615437","0.8643415084031636","0.7469910555787345","0.8766149525655433","0.01617801171512558","0.008745166667970924"
"pls_mlpdecoder_transcriptome_FC_random8_fold0_final_eval","0.7846573073076998","7436","sweep_yzgbe0t1","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","100","0.00009","30","0","0.01506497464416658","12.080753773776928","0.7121247094303","0.08059543371200562","0.7612486811812136","0.012534009292721748","0.6089989698041464","0.7992516831125553","18.48318649932236","0.9247539723336372","0.04835038632154465","0.9248488914506784","0.004373054020106792","0.9334832577122076","0.8711533960168698","0.938433485751854","0.012410171777375188","0.004929627364842637"
"pls_mlpdecoder_transcriptome_FC_random7_fold3_final_eval","0.788788353844276","3501","sweep_ogpjymas","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random7, target_FC","75","0.00009","25","0","0.015372073224100929","12.012619194936912","0.7941688298713907","0.08078144490718842","0.7534651372336418","0.01232324168086052","0.6217238617973417","0.8015519801445281","19.258020716053245","0.8925462356386241","0.05719422921538353","0.8924011248385038","0.006429646629840136","0.9023648054040684","0.8107609169157212","0.9039413712107488","0.012289508134126664","0.008837916085643596"
"pls_mlpdecoder_transcriptome_FC_random7_fold2_final_eval","0.7862313722192869","3602","sweep_ogpjymas","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random7, target_FC","75","0.00009","25","0","0.01629196397530345","12.612544265108111","0.6922031121189045","0.08773045986890793","0.751253294704877","0.013994247652590277","0.6175756921622221","0.8309605141100778","19.718268504824152","0.9057382445205004","0.05220051109790802","0.9082719821430448","0.005120419431477785","0.9172802611349268","0.8410355730834093","0.9197470091018638","0.013726201481544057","0.005437964300670156"
