"Name","final_test_metrics.pearson_r","Commit","Created","Runtime","GitHub","Group","Hostname","Notes","GPU Type","Tags","aug_prob","epochs","use_alibi","final_test_metrics.geodesic_distance","final_test_metrics.long_r","final_test_metrics.mae","final_test_metrics.mid_r","final_test_metrics.mse","final_test_metrics.r2","final_test_metrics.short_r","final_train_metrics.geodesic_distance","final_train_metrics.long_r","final_train_metrics.mae","final_train_metrics.mid_r","final_train_metrics.mse","final_train_metrics.pearson_r","final_train_metrics.r2","final_train_metrics.short_r","test_mse_loss","train_mse_loss"
"dynamic_mlp_transcriptome+euclidean_FC_random9_fold3_final_eval","0.6187458216871691","6f756f66798c097af3a47770b690cfc5dd5cb2e5","2025-05-13T23:56:34.000Z","258","https://github.com/neuroinfolab/GeneEx2Conn/tree/6f756f66798c097af3a47770b690cfc5dd5cb2e5","sweep_snn5sf1o","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_spin, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","","75","","12.900812466424","0.491848661308016","0.1114286482334137","0.5268601895987913","0.02354083396494389","0.3565118286475609","0.6340831776675315","18.118918105403125","0.9827339498930016","0.023261750116944313","0.9836964126163268","0.000947230262681842","0.9856869430993668","0.9714039672968504","0.9870659282482482","0.023381556440144776","0.001236939240857681"
"dynamic_mlp_transcriptome+euclidean_FC_random8_fold3_final_eval","0.45879355388743126","6f756f66798c097af3a47770b690cfc5dd5cb2e5","2025-05-13T23:54:37.000Z","255","https://github.com/neuroinfolab/GeneEx2Conn/tree/6f756f66798c097af3a47770b690cfc5dd5cb2e5","sweep_z75uffgy","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_spin, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","","75","","13.142221868044112","0.19822724818538512","0.11750519275665285","0.3781178432930553","0.026987850666046143","0.12540961003181195","0.4733501933377407","15.063602828773766","0.9713789777165482","0.02878393791615963","0.9754695302099864","0.0015037928242236376","0.9781432152427316","0.9565122714863322","0.9799812870627392","0.02679561134427786","0.002691322890377865"
"dynamic_mlp_transcriptome+euclidean_FC_random9_fold2_final_eval","0.5749604569249769","6f756f66798c097af3a47770b690cfc5dd5cb2e5","2025-05-13T23:46:37.000Z","343","https://github.com/neuroinfolab/GeneEx2Conn/tree/6f756f66798c097af3a47770b690cfc5dd5cb2e5","sweep_snn5sf1o","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_spin, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","","75","","13.658967348635253","0.5558767092211263","0.11140534281730652","0.5342600022252141","0.02382819913327694","0.31729901816881545","0.561142778027895","14.993980897283771","0.991455604145398","0.016198357567191124","0.9922179933621992","0.0004549694713205099","0.9931892988358768","0.9863869197944468","0.9937674683810732","0.023670243774997254","0.0008490662275254315"
"dynamic_mlp_transcriptome+euclidean_FC_random8_fold2_final_eval","0.3782932103968665","6f756f66798c097af3a47770b690cfc5dd5cb2e5","2025-05-13T23:46:13.000Z","252","https://github.com/neuroinfolab/GeneEx2Conn/tree/6f756f66798c097af3a47770b690cfc5dd5cb2e5","sweep_z75uffgy","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_spin, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","","75","","13.813335926116023","0.17786393761903774","0.13795872032642365","0.31516480224542914","0.03584316745400429","-0.004165094736472641","0.3993071797546216","15.162520574889284","0.9759924043389884","0.02616024576127529","0.9794706944610684","0.001261595287360251","0.9813810431771952","0.9619345899283802","0.98180715293253","0.03582623173647067","0.0024773000172086503"
"dynamic_mlp_transcriptome+euclidean_FC_random8_fold1_final_eval","0.4134483474141813","6f756f66798c097af3a47770b690cfc5dd5cb2e5","2025-05-13T23:38:19.000Z","261","https://github.com/neuroinfolab/GeneEx2Conn/tree/6f756f66798c097af3a47770b690cfc5dd5cb2e5","sweep_z75uffgy","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_spin, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","","75","","14.249823541188409","0.31699427137826375","0.1300441473722458","0.3303998458563257","0.03142738714814186","0.11973421094521564","0.44850541730371274","14.639425026671534","0.98320860622784","0.02178456261754036","0.9854086332504408","0.0008599548600614071","0.9868956852641726","0.9739302448749256","0.9874214619032752","0.0313307721825207","0.00235525980693541"
"dynamic_mlp_transcriptome+euclidean_FC_random9_fold1_final_eval","0.5165122955048073","ef05974133c4dae05a58065025fadcd9fc6e43f5","2025-05-13T23:37:18.000Z","305","https://github.com/neuroinfolab/GeneEx2Conn/tree/ef05974133c4dae05a58065025fadcd9fc6e43f5","sweep_snn5sf1o","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_spin, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","","75","","12.937958137136835","0.49724938814854514","0.11355616897344588","0.43619792244733274","0.024390630424022675","0.16697068497800438","0.5382915310395212","16.567001958093233","0.9883788733217922","0.019251713529229164","0.9892464800422556","0.0006460297154262662","0.9907659638562948","0.9816037507947754","0.9918049446178018","0.024111601181657","0.0011829926057206775"
"dynamic_mlp_transcriptome+euclidean_FC_random8_fold0_final_eval","0.44403273442154273","ef05974133c4dae05a58065025fadcd9fc6e43f5","2025-05-13T23:28:34.000Z","332","https://github.com/neuroinfolab/GeneEx2Conn/tree/ef05974133c4dae05a58065025fadcd9fc6e43f5","sweep_z75uffgy","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_spin, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","","75","","13.669143432221","0.3317759498011074","0.1229208931326866","0.3681930625067422","0.02942558750510216","0.07953990373931252","0.4724919637253771","16.405654767210905","0.9732502107979724","0.030167602002620697","0.972226255887511","0.0016549717402085662","0.9758417978284332","0.9517180222297572","0.9774841952587195","0.02934276089441068","0.004099537885468248"
"dynamic_mlp_transcriptome+euclidean_FC_random9_fold0_final_eval","0.526325256507094","ef05974133c4dae05a58065025fadcd9fc6e43f5","2025-05-13T23:28:22.000Z","287","https://github.com/neuroinfolab/GeneEx2Conn/tree/ef05974133c4dae05a58065025fadcd9fc6e43f5","sweep_snn5sf1o","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_spin, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","","75","","13.378349667051127","0.3736193583323579","0.1205926164984703","0.462068813970503","0.02725568227469921","0.21260879738555816","0.5658719041936198","14.387253934880542","0.99032239146951","0.01753488928079605","0.990730471652159","0.000530609511770308","0.9920793537527736","0.98402006222481","0.9928585767261074","0.02704280645896991","0.001002520902177923"
"dynamic_mlp_transcriptome+euclidean_FC_random5_fold3_final_eval","0.6136333244044332","ef05974133c4dae05a58065025fadcd9fc6e43f5","2025-05-13T23:21:45.000Z","379","https://github.com/neuroinfolab/GeneEx2Conn/tree/ef05974133c4dae05a58065025fadcd9fc6e43f5","sweep_md3qmbwh","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_spin, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random5, target_FC","","100","","13.297621847947516","0.4405791237578674","0.106089286506176","0.5455595238671165","0.021865682676434517","0.34184960222271454","0.5974149506243058","15.06697897955754","0.9870185759117912","0.02081937901675701","0.98791034513293","0.000742947740945965","0.989465079616541","0.9782664819048584","0.9907075654288886","0.021848474403448177","0.001292042667939728"
"dynamic_mlp_transcriptome+euclidean_FC_random7_fold3_final_eval","0.42126194748024265","ef05974133c4dae05a58065025fadcd9fc6e43f5","2025-05-13T23:20:22.000Z","234","https://github.com/neuroinfolab/GeneEx2Conn/tree/ef05974133c4dae05a58065025fadcd9fc6e43f5","sweep_xxnqoe55","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_spin, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random7, target_FC","","75","","17.79444745592586","0.2693901469218564","0.13262085616588593","0.3311630085586907","0.03228161856532097","0.03661678372027444","0.4761761454948983","16.568757607081636","0.9728278976604406","0.029328828677535057","0.9735652103714432","0.001595217385329306","0.9762485063714972","0.9530567908594983","0.9767424663458524","0.032136596366763116","0.0030478265314166876"
