"Name","final_test_metrics.pearson_r","Commit","Created","Runtime","GitHub","Group","Hostname","Notes","GPU Type","Tags","aug_prob","epochs","use_alibi","final_test_metrics.geodesic_distance","final_test_metrics.long_r","final_test_metrics.mae","final_test_metrics.mid_r","final_test_metrics.mse","final_test_metrics.r2","final_test_metrics.short_r","final_train_metrics.geodesic_distance","final_train_metrics.long_r","final_train_metrics.mae","final_train_metrics.mid_r","final_train_metrics.mse","final_train_metrics.pearson_r","final_train_metrics.r2","final_train_metrics.short_r","test_mse_loss","train_mse_loss"
"shared_transformer_transcriptome_FC_random9_fold3_final_eval","0.8350053709668827","31ccfb60e9eca4aac79c8e11be83c4d9e2f4f21b","2025-05-13T17:00:34.000Z","578","https://github.com/neuroinfolab/GeneEx2Conn/tree/31ccfb60e9eca4aac79c8e11be83c4d9e2f4f21b","sweep_l3py6pe9","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","0.45","70","false","9.582821127424443","0.6407700717729737","0.07403537631034851","0.7946987222258485","0.01111696194857359","0.6961180652594675","0.8669577237779019","15.415298855811274","0.9856618943377752","0.021979130804538727","0.9858975787855608","0.0009173175203613936","0.9868851638783168","0.9721325265677164","0.9870846761654116","0.01113418048247695","0.002543005194686549"
"shared_transformer_transcriptome_FC_random9_fold2_final_eval","0.766465180768473","31ccfb60e9eca4aac79c8e11be83c4d9e2f4f21b","2025-05-13T16:50:51.000Z","582","https://github.com/neuroinfolab/GeneEx2Conn/tree/31ccfb60e9eca4aac79c8e11be83c4d9e2f4f21b","sweep_l3py6pe9","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","0.45","70","false","9.989778838996406","0.6988810293190336","0.08439744263887405","0.7440840985874623","0.014619583263993263","0.5779285180486405","0.7849768409821994","14.043770571148007","0.9813797201477495","0.024561764672398567","0.982275099518113","0.0011221993481740355","0.9832247830788","0.9663412717228026","0.9830392771781123","0.014985614008485124","0.002421809102424999"
"shared_transformer_transcriptome_FC_random9_fold1_final_eval","0.7153675361242428","31ccfb60e9eca4aac79c8e11be83c4d9e2f4f21b","2025-05-13T16:41:12.000Z","577","https://github.com/neuroinfolab/GeneEx2Conn/tree/31ccfb60e9eca4aac79c8e11be83c4d9e2f4f21b","sweep_l3py6pe9","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","0.45","70","false","10.04563997905684","0.589438440779921","0.08506372570991516","0.6805272804409345","0.014819350093603134","0.4938650105910817","0.7682280792844258","12.613804850521852","0.984980073667282","0.02115040086209774","0.9869831257968852","0.0008558667614124715","0.9878471264368016","0.975473816068966","0.9885478582518682","0.014408201015052888","0.00318638688837494"
"shared_transformer_transcriptome_FC_random9_fold0_final_eval","0.7439028766640673","31ccfb60e9eca4aac79c8e11be83c4d9e2f4f21b","2025-05-13T16:31:59.000Z","551","https://github.com/neuroinfolab/GeneEx2Conn/tree/31ccfb60e9eca4aac79c8e11be83c4d9e2f4f21b","sweep_l3py6pe9","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","0.45","70","false","10.552247883198463","0.6258948051918073","0.08704783767461777","0.7015084776274159","0.015665337443351746","0.5440627816755585","0.7956761325097149","13.652447506423243","0.9821303587699076","0.023162467405200005","0.9840258230073784","0.001014404115267098","0.9850405537444706","0.9693326607339084","0.9855273755771377","0.015283215128315182","0.007067879096252048"
"shared_transformer_transcriptome_FC_random8_fold3_final_eval","0.7577778952659615","31ccfb60e9eca4aac79c8e11be83c4d9e2f4f21b","2025-05-13T17:01:31.000Z","590","https://github.com/neuroinfolab/GeneEx2Conn/tree/31ccfb60e9eca4aac79c8e11be83c4d9e2f4f21b","sweep_yt63bgp1","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","0.45","70","false","10.45863822633649","0.6316965654649462","0.08133714646100998","0.7200583396492537","0.013388663530349731","0.5548547003973177","0.7771748324369151","13.945092785470546","0.9841660959498704","0.022873640060424805","0.985220274451349","0.0010042464127764106","0.9859676077376966","0.9709511146068942","0.986579204738694","0.01337516926229","0.0026452487529655755"
"shared_transformer_transcriptome_FC_random8_fold2_final_eval","0.7583302856376642","31ccfb60e9eca4aac79c8e11be83c4d9e2f4f21b","2025-05-13T16:51:42.000Z","588","https://github.com/neuroinfolab/GeneEx2Conn/tree/31ccfb60e9eca4aac79c8e11be83c4d9e2f4f21b","sweep_yt63bgp1","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","0.45","70","false","10.499456474557494","0.6739269784455933","0.08741296827793121","0.698988450079009","0.015537616796791552","0.5708829843605112","0.8151445734762938","14.319190147330422","0.97485741642966","0.02527502551674843","0.9801356442244472","0.00123008550144732","0.9815538662709544","0.962278830198906","0.9831340650809492","0.01537641496039354","0.0027070966926670023"
"shared_transformer_transcriptome_FC_random8_fold1_final_eval","0.8169030149066131","31ccfb60e9eca4aac79c8e11be83c4d9e2f4f21b","2025-05-13T16:41:53.000Z","588","https://github.com/neuroinfolab/GeneEx2Conn/tree/31ccfb60e9eca4aac79c8e11be83c4d9e2f4f21b","sweep_yt63bgp1","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","0.45","70","false","10.716735726404597","0.7609223763285105","0.07760915160179138","0.7933943794828265","0.011850601062178612","0.6617141052735231","0.8402010021890819","13.505910775096249","0.9858154406199566","0.02203710563480854","0.9877536351702836","0.0008805246325209737","0.9885695278007832","0.9732725273164607","0.9890644832540414","0.011848904532738604","0.0021466754806650566"
"shared_transformer_transcriptome_FC_random8_fold0_final_eval","0.7757430051822912","31ccfb60e9eca4aac79c8e11be83c4d9e2f4f21b","2025-05-13T16:31:59.000Z","592","https://github.com/neuroinfolab/GeneEx2Conn/tree/31ccfb60e9eca4aac79c8e11be83c4d9e2f4f21b","sweep_yt63bgp1","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random8, target_FC","0.45","70","false","10.606719228756235","0.6883857040433214","0.0800420343875885","0.7512282658363016","0.013398870825767515","0.5820193913056981","0.7893050618537413","14.14565302781564","0.98145690532044","0.024111999198794365","0.9832482468787972","0.0010920667555183172","0.9843448623766634","0.9678236051987744","0.984902240579118","0.013056345292940162","0.005985202229815629"
"shared_transformer_transcriptome_FC_random7_fold3_final_eval","0.7730642234687433","31ccfb60e9eca4aac79c8e11be83c4d9e2f4f21b","2025-05-13T16:23:09.000Z","618","https://github.com/neuroinfolab/GeneEx2Conn/tree/31ccfb60e9eca4aac79c8e11be83c4d9e2f4f21b","sweep_nsznh04g","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random7, target_FC","0.45","70","false","10.825273496488128","0.7337232827633489","0.08199182152748108","0.7459772342062845","0.014086843468248844","0.5675880656066206","0.779183406017137","13.905004811528975","0.9885776589858228","0.020070118829607964","0.9885853653007628","0.0007223727880045772","0.9895556613342876","0.9787389303208984","0.9899037837190554","0.014083835072815418","0.002006571890537121"
"shared_transformer_transcriptome_FC_random7_fold2_final_eval","0.7949262646937906","31ccfb60e9eca4aac79c8e11be83c4d9e2f4f21b","2025-05-13T16:13:35.000Z","572","https://github.com/neuroinfolab/GeneEx2Conn/tree/31ccfb60e9eca4aac79c8e11be83c4d9e2f4f21b","sweep_nsznh04g","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random7, target_FC","0.45","70","false","9.987080665597668","0.6435525045906377","0.08407263457775116","0.7655464589143691","0.013805572874844074","0.6227316681034325","0.847378383889341","14.313198667184528","0.9795359526659276","0.02481156960129738","0.9822546255268524","0.0011613320093601942","0.9833967589738104","0.9639462192658592","0.9847154337083432","0.013732279812057432","0.0038404069217291177"
